numero_solicitacao,razaoSocial,nomeFantasia,cnpjSemTraco,maiorAtraso,margemBrutaAcumulada,percentualProtestos,primeiraCompra,prazoMedioRecebimentoVendas,titulosEmAberto,valorSolicitado,status,definicaoRisco,diferencaPercentualRisco,percentualRisco,dashboardCorrelacao,valorAprovado,dataAprovadoEmComite,periodoBalanco,ativoCirculante,passivoCirculante,totalAtivo,totalPatrimonioLiquido,endividamento,duplicatasAReceber,estoque,faturamentoBruto,margemBruta,periodoDemonstrativoEmMeses,custos,anoFundacao,intervaloFundacao,capitalSocial,restricoes,empresa_MeEppMei,scorePontualidade,limiteEmpresaAnaliseCredito,dataAprovadoNivelAnalista
455,Tracy Rhodes,Leslie Bell-Russell,EECH05428577639207,17,0.0,,2006-10-27T17:09:19,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,15000.0,,,,,,,,,,12227713.0,0.0,12.0,0.0,1986.0,Acima de 17 anos,50000.0,False,False,0.0,159600.0,2020-02-19T12:29:52
456,Robin Marshall,Paula Jackson-Kent,HZYQ83011294573693,25,0.3599633391,0.0,2013-04-01T00:00:00,0,27856.0,400000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.909603818677237,400000.0,,2019-12-31T03:00:00,949713000.0,334121000.0,1107920000.0,721854000.0,5731000.0,482990000.0,317654000.0,2291466000.0,690589000.0,12.0,1600877.0,1968.0,Acima de 17 anos,3830000.0,True,False,0.9552207695,248312960.0,2020-02-19T13:16:16
457,Ms. Jane Connolly,Dr. Bryan Daly,AFWW26144067803129,0,0.0,,2017-06-27T17:22:00,0,0.0,10000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,10000.0,,,,,,,,,,113009.0,0.0,3.0,0.0,1999.0,Acima de 17 anos,56000.0,False,True,0.0,16650.0,2020-02-19T12:30:47
458,Harry Brooks,Lindsey Robinson,ZKXG66965585149294,4,0.410118929,0.0,2019-10-31T00:00:00,118,529820.0,235000.0,ReprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.866025403784438,,,2019-12-31T03:00:00,11833814.0,7302151.0,12108532.0,4655598.0,0.0,6154334.0,5005128.0,10857648.0,3011694.0,12.0,7845954.0,2009.0,De 11 a 16 anos,10000.0,False,False,1.0,172000.0,
459,Harry Brooks,Lindsey Robinson,ZKXG66965585149294,4,0.410118929,0.0,2019-10-31T00:00:00,118,529820.0,450000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.866025403784438,235000.0,2020-02-19T17:14:09,2019-12-31T03:00:00,11833814.0,7302151.0,12108532.0,4655598.0,5443.0,7675720.0,5005128.0,10857648.0,3011694.0,12.0,7845954.0,2009.0,De 11 a 16 anos,10000.0,False,False,1.0,172000.0,
460,Amelia Wilson,Dr. Cameron Jones,IACT97942891728619,92,0.0,,2006-03-16T17:06:42,0,0.0,10000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,0.0,10000.0,,,,,,,,,,3129044.0,0.0,12.0,0.0,1984.0,Acima de 17 anos,78000.0,False,True,0.0,133000.0,2020-02-19T15:43:15
461,Bryan Banks-Brown,Mr. Callum Richards,LVPC56014978676751,30,0.3994591348,0.0,2014-06-13T00:00:00,37,299767.2,300000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5471698113207547,0.4528301886792452,-0.996603730038325,300000.0,,2019-12-31T03:00:00,1717885.0,1802891.0,2535706.0,502476.0,429574.0,1405932.0,279909.0,11019499.0,3429930.0,3.0,7589569.0,2011.0,De 6 a 10 anos,1500000.0,False,True,0.926123726,649935.0,2020-02-19T15:46:10
462,Arthur Singh-Hopkins,Mathew Jones,MYUU82386146576827,0,0.0,,2020-02-17T17:29:42,0,0.0,20000.0,ReprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,,,2018-12-31T00:00:00,8320950.0,4807039.0,11244780.0,6437741.0,0.0,7308360.0,846974.0,24039928.0,13670784.0,12.0,10369144.0,2013.0,De 6 a 10 anos,1000000.0,True,True,0.0,550763.0,
463,Tina Vaughan,Natalie Jones,LWAR94529613197310,3,0.0,,2016-07-22T17:20:18,0,0.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,10000.0,,,,,,,,,,12261597.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,150000.0,False,True,0.0,152000.0,2020-02-19T15:56:13
464,Ian Simpson,Irene Singh,XUDT16405489125109,5,0.3597914272,0.0,2017-08-02T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,0.866025403784439,10000.0,,,,,,,,,,884059.0,0.0,12.0,0.0,1996.0,Acima de 17 anos,100000.0,False,True,1.0,82500.0,2020-02-19T15:57:04
465,Leanne Bell,Clare Rees-Moss,HUFL97867216799324,2,0.4061224224,0.0,2019-10-09T00:00:00,0,0.0,15000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,10000.0,,,,,,,,,,1254526.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,93700.0,False,True,1.0,7400.0,2020-02-19T15:57:55
466,Jane Wilson,Ashleigh Pollard,WRSF42280952296560,22,0.0,,2019-01-28T17:27:51,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.866025403784439,10000.0,,,,,,,,,,1454846.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,50000.0,False,True,0.0,5400.0,2020-02-19T16:00:55
467,Dr. Lee Graham,Ann Jackson,HYUS92892218428439,4,0.5919934649,0.0,2017-07-14T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,15000.0,,,,,,,,,,624783.0,0.0,12.0,0.0,2007.0,De 11 a 16 anos,96000.0,False,True,1.0,20240.0,2020-02-19T16:02:51
468,Melissa Harrison,Dr. Stanley Duncan,OTDI88441466145172,0,0.0,,2019-12-12T17:29:37,0,0.0,3000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,3000.0,,,,,,,,,,0.0,0.0,1.0,0.0,2010.0,De 6 a 10 anos,20000.0,False,True,0.0,142400.0,2020-02-19T16:03:30
469,Bernard Clark-Marshall,Barry James-King,HVNX28893310492993,57,0.3073040282,0.0,2018-06-11T00:00:00,0,0.0,15000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,15000.0,,,,,,,,,,394546.0,0.0,7.0,0.0,2014.0,De 6 a 10 anos,10000.0,False,True,1.0,2700.0,2020-02-19T16:04:38
470,Damien Harris,Ms. Gemma Parker,XGFU01599165399052,6,0.0,,2017-02-03T11:44:42,0,0.0,30000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3773584905660377,0.6226415094339622,0.0,15000.0,,,,,,,,,,482402.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,10000.0,False,True,0.0,3520.0,2020-02-19T16:10:14
471,Linda Davies,Jeremy Clarke,WQDZ84961051224032,7,0.4809847322,0.0,2014-09-04T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,-0.154491911537514,20000.0,,,,,,,,,,2797176.0,0.0,12.0,0.0,2000.0,Acima de 17 anos,30000.0,True,True,0.8192404962,21500.0,2020-02-19T16:11:42
472,Denis Simpson,William Thomas,ZTVO50418128245941,4,0.3394357463,0.0,2015-12-02T00:00:00,46,3959.93,130000.0,AprovadoAnalista,De 0 a 10 % - Muito Baixo,0.9056603773584904,0.0943396226415094,0.0,120000.0,,2019-12-31T03:00:00,716419.0,460097.0,1725588.0,1265421.0,200000.0,349414.0,4802.0,4930296.0,1943217.0,12.0,2987079.0,2013.0,De 6 a 10 anos,60000.0,False,False,1.0,204000.0,2020-02-19T15:55:24
473,Frank Schofield,Douglas Williams,ROYL58916615423739,3,0.5872821178,0.0,2017-09-08T00:00:00,0,0.0,5000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.0,5000.0,,,,,,,,,,18142883.0,0.0,12.0,0.0,2009.0,De 11 a 16 anos,81000.0,False,False,1.0,300000.0,2020-02-19T18:06:00
474,Danielle Middleton,Ms. Sophie Perry,NELW58002256713089,4,0.382102052,0.0,2016-11-04T00:00:00,19,36736.13,130000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8490566037735849,0.150943396226415,0.866025403784439,130000.0,,2019-12-31T03:00:00,63220976.0,60171387.0,64437727.0,1376433.0,0.0,20544058.0,30510478.0,200771296.0,25666292.0,12.0,164033672.0,1984.0,Acima de 17 anos,350000.0,False,False,1.0,19345624.0,2020-02-19T18:05:15
475,Dr. Geoffrey Chapman,Mr. Timothy Clayton,YTBR66149718289186,15,0.5603958908,0.0,2017-01-04T00:00:00,120,321812.57,120000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6981132075471698,0.3018867924528301,0.397331248708173,120000.0,,2018-12-31T02:00:00,163775443.0,129436455.0,268359890.0,78265775.0,60657659.0,173558.0,93981204.0,456348920.0,179559044.0,12.0,276789876.0,1991.0,Acima de 17 anos,500000.0,False,False,0.9409008902,0.0,2020-02-19T18:04:28
476,Margaret Evans,Andrew Harris-Gordon,PZGF11811338294005,2,0.0,,2006-06-19T15:44:21,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,30000.0,,,,,,,,,,8167419.0,0.0,6.0,0.0,1997.0,Acima de 17 anos,24000.0,False,False,0.0,204000.0,2020-02-19T20:15:05
477,Dr. Tracy Chandler,Dr. Sarah Turner,FFYN25302864354791,22,0.3526450637,0.0,2015-08-18T00:00:00,15,18185.3,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9761517295,,
478,Paul Woodward,Vincent Stephenson,XGCX31661930782586,7,0.3932631569,0.0,2007-07-10T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.866025403784439,50000.0,,2018-12-31T00:00:00,2536269.0,444041.0,2536269.0,2340632.0,0.0,1504506.0,900156.0,2569044.0,1042743.0,12.0,1526301.0,2005.0,De 11 a 16 anos,200000.0,False,True,1.0,34400.0,2020-02-19T20:16:21
479,Bethany Miller,Jessica Lawrence,ZPXI67236452042256,4,0.4005626301,0.0,2019-10-01T00:00:00,0,0.0,200000.0,AprovadoComite,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0,100000.0,2020-02-19T20:52:15,2019-12-31T03:00:00,3401983.0,2303119.0,3780783.0,1335634.0,7000.0,1584511.0,412993.0,5494705.0,1228122.0,12.0,4266583.0,2013.0,De 6 a 10 anos,140000.0,False,True,1.0,68312.0,
480,Tina Knowles,Mathew Gibson,KRST28775610809302,2,0.4570229717,0.0,2019-08-26T00:00:00,0,0.0,49999.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,49900.0,,2019-12-31T00:00:00,466481.0,160809.0,899516.0,553336.0,0.0,228188.0,158828.0,0.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,3694515.0,False,False,1.0,78000.0,2020-02-19T20:22:10
481,Dr. Damien Wilson,Jade Singh-Price,BCSO88574487305348,4,0.2684997314,0.0,2017-01-06T00:00:00,25,7721.5,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,50000.0,,,,,,,,,,1817000.0,0.0,12.0,0.0,2008.0,De 11 a 16 anos,600000.0,False,True,1.0,5400.0,2020-02-19T20:25:28
482,Rachael Richardson,Dr. Stuart Johnson,LQXI42131268046994,4,0.4303991881,0.0,2015-07-17T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,-0.866025403784439,30000.0,,,,,,,,,,2918574.0,0.0,12.0,0.0,2012.0,De 6 a 10 anos,80000.0,False,True,0.9091918447,54000.0,2020-02-19T20:29:53
483,Dr. Charlie Mahmood,Kevin O'Donnell,CBOR02474212875560,11,0.3468349625,0.0,2017-01-05T00:00:00,0,3428.52,60000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,0.0,60000.0,,2018-12-31T02:00:00,3142244.0,345323.0,3181529.0,2836205.0,0.0,1475050.0,143505.0,2909590.0,1772352.0,12.0,1137238.0,2010.0,De 6 a 10 anos,300000.0,False,True,0.6020376263,16500.0,2020-02-20T14:58:08
484,Dr. Catherine Marshall,Beth Jackson,KJLZ02519864515986,4,0.5277353397,0.0,2017-09-29T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,5e-16,30000.0,,,,,,,,,,3453837.0,0.0,12.0,0.0,1999.0,Acima de 17 anos,450000.0,False,True,0.8841378987,55900.0,2020-02-19T20:31:35
485,Maria Wilson,Adam Little,MBDW85483880844398,5,0.3528908299,0.0,2012-07-16T00:00:00,108,117805.62,200000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.8113207547169811,0.1886792452830188,0.0,175000.0,,2019-12-31T03:00:00,2282539.0,2338524.0,2440318.0,-151948.0,0.0,887426.0,830994.0,13948422.0,5472542.0,12.0,8475880.0,2002.0,Acima de 17 anos,100000.0,False,False,1.0,281200.0,2020-02-19T20:29:05
486,Henry Rees,Alice Welch,WFGN98192449084652,0,0.0,,,0,0.0,48000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,25000.0,,,,,,,,,,870005.0,0.0,12.0,0.0,2004.0,De 11 a 16 anos,5000.0,False,True,0.0,17600.0,2020-02-19T20:33:58
487,George Hancock-Flynn,Maria Warren,TQSS51432668230116,3,0.3900405755,0.0,2017-10-11T00:00:00,0,0.0,20000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.742893145411422,20000.0,,,,,,,,,,90435666.0,10070746.0,12.0,71364921.0,2000.0,Acima de 17 anos,850000.0,False,False,0.992340888,6800.0,2020-02-19T20:34:57
488,Denise Thompson,Dr. Christian Smith,LHGO39484013568564,22,0.399997093,0.0,2018-03-27T00:00:00,173,10212.0,45000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.4339622641509433,0.5660377358490566,0.085528244590572,45000.0,,,,,,,,,,3601966.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,93700.0,False,True,1.0,720.0,2020-02-19T20:36:29
489,Dr. Tracy Chandler,Dr. Sarah Turner,FFYN25302864354791,22,0.3526450637,0.0,2015-08-18T00:00:00,15,18185.3,100000.0,DocumentacaoReprovada,De 0 a 10 % - Muito Baixo,1.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,0.9761517295,,
490,Kelly Henderson,Laura Holden,MNTE58109921623830,5,0.6402396479,0.0,2018-04-05T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,4e-16,30000.0,,,,,,,,,,3039774.0,0.0,12.0,0.0,2005.0,De 11 a 16 anos,35000.0,False,True,1.0,22000.0,2020-02-19T20:37:29
491,Mr. Joe Cole,Marilyn Murphy,GTVQ76975945735585,30,0.0981947592,0.0,2014-03-26T00:00:00,17,776.0,75000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,0.0,75000.0,,2019-07-31T03:00:00,58334714.0,31355489.0,60521464.0,28938893.0,0.0,21477388.0,34510852.0,62317466.0,17615667.0,7.0,44701799.0,2001.0,Acima de 17 anos,150000.0,True,True,1.0,7350259.0,2020-02-19T20:44:57
492,Jake Allen,Sally Hughes-Taylor,DJRD90539963458120,6,0.488280711,0.0,2018-08-10T00:00:00,42,33764.0,80000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,80000.0,,2018-12-31T02:00:00,4396588.0,4396588.0,4396588.0,3926948.0,0.0,3236450.0,1007952.0,2296559.0,0.0,12.0,0.0,1997.0,Acima de 17 anos,400000.0,False,True,1.0,38000.0,2020-02-19T20:46:11
493,Dr. Tracy Chandler,Dr. Sarah Turner,FFYN25302864354791,22,0.3526450637,0.0,2015-08-18T00:00:00,15,18185.3,100000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,0.997894331866043,100000.0,,2018-12-31T02:00:00,2086470.0,1212832.0,2200899.0,972630.0,149971.0,560334.0,1462171.0,11584916.0,0.0,12.0,0.0,2014.0,De 6 a 10 anos,180000.0,False,True,0.9761517295,89000.0,2020-02-19T20:39:21
494,Henry Dawson,Beth Ellis,CEHN89710157800071,57,0.3912469026,0.0,2017-01-06T00:00:00,41,100246.8,300000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7735849056603773,0.2264150943396226,0.0007344977071063,300000.0,,2019-12-31T03:00:00,42690269.0,18212176.0,52988850.0,34776673.0,0.0,15214709.0,16128275.0,97135339.0,37164941.0,12.0,59970398.0,1998.0,Acima de 17 anos,600000.0,False,False,1.0,142400.0,2020-02-19T20:55:40
495,Martyn Brown-Jackson,Miss Frances Bull,EHDJ94994204173246,779,0.3460075111,0.0,2009-08-14T00:00:00,0,0.0,88500.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6415094339622641,0.3584905660377358,-0.645773136509262,88500.0,,2018-12-31T02:00:00,3603743.0,101036.0,3763064.0,3662028.0,0.0,829122.0,2420492.0,5047882.0,2856639.0,12.0,2191243.0,2006.0,De 11 a 16 anos,400000.0,False,True,0.9388661319,26000.0,2020-02-19T20:52:34
496,Martin Fletcher,Douglas Wilson-Simpson,TDAR25967861820022,14,0.398663723,0.0,2013-01-17T00:00:00,49,32886.49,150000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.6981132075471698,0.3018867924528301,0.0,100000.0,,2019-07-31T03:00:00,12121750.0,17379471.0,19467096.0,473771.0,0.0,9010626.0,3145285.0,18531697.0,5484630.0,7.0,18531697.0,2007.0,De 11 a 16 anos,118000.0,False,False,1.0,731338.0,2020-02-19T20:57:28
497,Dr. Joel Scott,Trevor Thompson-Graham,WQGR61841788383763,2,0.6063433047,0.0,2015-09-16T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5094339622641509,0.490566037735849,0.0,10000.0,,,,,,,,,,1449183.0,0.0,12.0,0.0,2015.0,De 0 a 5 anos,30000.0,False,True,1.0,5920.0,2020-02-19T20:58:10
498,Sian Higgins,Lindsey Daniels-Scott,DXOR49994053124587,3,0.4380159577,0.0,2019-02-19T00:00:00,6,10644.89,23800.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.0,10000.0,,,,,,,,,,885023.0,0.0,12.0,0.0,2018.0,De 0 a 5 anos,150000.0,True,True,1.0,33000.0,2020-02-19T20:59:29
499,George Hancock-Flynn,Maria Warren,TQSS51432668230116,3,0.3900405755,0.0,2017-10-11T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.742893145411422,30000.0,,,,,,,,,,90435666.0,10070746.0,12.0,71364921.0,2000.0,Acima de 17 anos,850000.0,False,False,0.992340888,6800.0,2020-02-19T21:00:43
500,Elizabeth Fox,Shane Taylor-Weston,UGLY63529566283906,5,0.50927711,0.0,2019-04-09T00:00:00,54,14228.03,20000.0,AprovadoAnalista,De 51 a 80 % - Alto,0.3962264150943396,0.6037735849056604,0.0,20000.0,,,,,,,,,,179164.0,0.0,3.0,0.0,2017.0,De 0 a 5 anos,30000.0,False,True,1.0,16280.0,2020-02-19T21:02:05
501,Joanne Roberts,Mrs. Debra Holloway,RBMR45781118595526,20,0.214009057,0.0,2007-04-11T00:00:00,44,6825.0,100000.0,AprovadoComite,De 31 a 50 % - Médio,0.6792452830188679,0.320754716981132,-0.879965431086517,50000.0,2020-02-20T13:56:01,2019-12-31T03:00:00,4443609.0,680927.0,4668405.0,2868815.0,0.0,1894443.0,1354653.0,6395265.0,2351130.0,12.0,4044135.0,2007.0,De 11 a 16 anos,30000.0,False,True,0.9968862534,19980.0,
502,Dr. Luke Ahmed,Danielle Jackson,FQSV38617597608237,9,0.3551979679,0.0,2014-04-25T00:00:00,39,452385.76,220000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,-0.891603207183089,220000.0,,2019-12-31T03:00:00,9665267.0,6437752.0,10030754.0,1078382.0,1945840.0,4614169.0,3240141.0,25883625.0,8552541.0,12.0,17331084.0,2003.0,Acima de 17 anos,1010000.0,False,False,0.9960238971,445000.0,2020-02-20T14:59:08
503,Dr. Raymond Bennett,Patrick Black,HAXW37735311932984,3,0.2712666667,0.0,2014-08-26T00:00:00,0,0.0,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.830188679245283,0.1698113207547169,0.0,10000.0,,,,,,,,,,33113327.0,0.0,12.0,0.0,1997.0,Acima de 17 anos,20000.0,False,False,1.0,1621271.0,2020-02-20T17:16:12
504,Aaron Mitchell,Dr. Leon Thomas,UCXM05710193423264,5,0.3263672048,0.0,2018-09-19T00:00:00,22,2244.33,20000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.490566037735849,0.5094339622641509,0.0,20000.0,,,,,,,,,,1378708.0,0.0,12.0,0.0,2013.0,De 6 a 10 anos,93700.0,False,True,1.0,22734.0,2020-02-20T15:01:38
505,Ruth O'Donnell,Leonard Harris,AFRX59050469898177,0,0.3156109047,0.0,2014-03-25T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7924528301886792,0.2075471698113207,0.0,40000.0,,2019-09-30T00:00:00,1770402.0,1306002.0,2435375.0,847825.0,78561.0,774719.0,605995.0,7504363.0,2701509.0,9.0,4802854.0,2001.0,Acima de 17 anos,15000.0,False,True,1.0,66000.0,2020-02-20T17:17:03
506,Melanie Simpson-Turner,Heather Kelly,WDCL89446050579981,119,0.3344044674,0.0,2009-04-22T00:00:00,0,0.0,50000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.660377358490566,0.3396226415094339,-0.8844072525536,50000.0,,2018-12-31T00:00:00,6713566.0,473939.0,6774189.0,6299990.0,0.0,0.0,3739973.0,3719615.0,1682571.0,12.0,2037044.0,1995.0,Acima de 17 anos,100000.0,False,True,0.8420344282,82500.0,2020-02-20T15:02:26
507,Scott Ball,Annette Owen-Thomas,GDNV37902171840321,80,0.0,,2016-07-27T11:24:11,0,0.0,80000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.5849056603773584,0.4150943396226415,0.368994814302997,40000.0,,2019-12-31T03:00:00,32104597.0,11199009.0,35814214.0,19750519.0,432929.0,168489869.0,13063689.0,41574896.0,25402709.0,12.0,25402709.0,2003.0,Acima de 17 anos,500000.0,False,True,0.0,0.0,2020-02-20T15:00:48
508,Mr. Steven Knight,Alex Robinson,NVBZ90034919533022,3,0.5222303897,0.0,2019-10-14T00:00:00,0,0.0,30000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,20000.0,,,,,,,,,,3807317.0,0.0,12.0,0.0,2007.0,De 11 a 16 anos,200000.0,False,True,1.0,7020.0,2020-02-20T17:17:54
509,Brett Hughes,Joe Robson,CXLU95910927193779,54,0.5519362721,0.0,2018-06-18T00:00:00,44,802200.0,70000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,-2e-16,70000.0,,2018-12-31T02:00:00,2501867.0,2114858.0,2575185.0,447231.0,13096.0,847479.0,410797.0,5793851.0,2558277.0,12.0,3235574.0,2014.0,De 6 a 10 anos,150000.0,False,True,0.7199811112,38000.0,2020-02-20T17:18:51
510,Miss Harriet Tyler,Jade Thomas,EKFW96917765445914,11,0.2655254663,0.0,2019-04-18T00:00:00,8,6400.0,50000.0,AprovadoComite,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.0,26000.0,2020-02-20T18:05:27,,,,,,,,,496545.0,0.0,12.0,0.0,1985.0,Acima de 17 anos,70000.0,False,True,1.0,13500.0,
511,Antony Howells,Ms. Aimee Marshall,SNFN46221342397506,5,0.5025590654,0.0,2017-05-26T00:00:00,0,0.0,40000.0,AprovadoAnalista,De 31 a 50 % - Médio,0.6226415094339622,0.3773584905660377,0.0,20000.0,,,,,,,,,,1856529.0,0.0,12.0,0.0,2017.0,De 0 a 5 anos,50000.0,False,True,1.0,10800.0,2020-02-20T17:22:18
512,Amber Evans,Jennifer Little-Allan,HHDV87070786136116,8,0.5741542772,0.0,2016-04-15T00:00:00,3,40293.08,400000.0,AprovadoComite,De 31 a 50 % - Médio,0.6037735849056604,0.3962264150943396,0.876721752370822,400000.0,2020-02-20T18:07:08,2019-06-30T03:00:00,33529878.0,35671037.0,37398525.0,1000000.0,727488.0,0.0,15113214.0,89803882.0,53233195.0,6.0,36570687.0,1999.0,Acima de 17 anos,1000000.0,False,True,0.9967354229,14399896.0,
513,Andrew Wood,Mr. Robin Smith,RPVV45353639813861,18,0.0,,2016-03-08T17:10:13,0,0.0,40000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4528301886792452,0.5471698113207547,-0.866025403784439,,,,,,,,,,,10623441.0,0.0,12.0,0.0,1998.0,Acima de 17 anos,841150.0,True,True,0.0,209286.0,
514,Carole Marshall,Mr. Ronald Brown,JLWP70764728187972,0,0.4796739345,0.0,2018-10-26T00:00:00,17,1319.98,10000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7169811320754716,0.2830188679245283,0.0,10000.0,,,,,,,,,,1845484.0,0.0,12.0,0.0,2009.0,De 11 a 16 anos,10000.0,False,True,1.0,14720.0,2020-02-20T17:49:05
515,Joseph Daly,Raymond Porter,HBFL40994658031154,3,0.5646507051,0.0,2018-08-31T00:00:00,103,24224.33,50000.0,AprovadoAnalista,De 11 a 30 % - Baixo,0.7358490566037735,0.2641509433962264,0.0,50000.0,,,,,,,,,,10723354.0,0.0,12.0,0.0,1995.0,Acima de 17 anos,150000.0,False,True,1.0,4400.0,2020-02-20T17:50:30
516,Dominic Leach,Emma Carey-Richardson,DJQY68299091886555,30,0.0,,2017-10-05T17:24:34,0,0.0,40000.0,ReprovadoAnalista,De 51 a 80 % - Alto,0.4716981132075471,0.5283018867924528,0.806604306568658,,,2018-12-31T00:00:00,1692746.0,908963.0,1997761.0,313202.0,261519.0,601187.0,1076792.0,7545846.0,5840073.0,12.0,1723742.0,2001.0,Acima de 17 anos,100000.0,True,True,0.0,212765.0,
517,Dylan Patel,Pamela O'Connor-Elliott,UROK12989214376913,6,0.5139604305,0.0,2017-08-04T00:00:00,0,0.0,15000.0,ReprovadoAnalista,De 31 a 50 % - Médio,0.5660377358490566,0.4339622641509433,-0.940223005840747,,,2018-12-31T00:00:00,10647649.0,832513.0,10656649.0,9824135.0,38086.0,33391.0,505050.0,5082480.0,2623634.0,11.0,2458846.0,2000.0,Acima de 17 anos,120000.0,True,True,0.8922904451,2700.0,
